obstypevar,lead_time,rmse_diff,z_score,significance,n_samples
mwhs2_tb,9,0.03532174106176032,2.6843536733023847,0.9927329813647313,13
temp_v,18,0.14225279684762035,1.3913685679059065,0.8358863090045328,13
mwhs2_tb,6,0.009885132502417895,0.8627067819919694,0.6117012973877438,26
airep_u,6,0.05201514048227667,3.090814045362692,0.9980039140171336,26
atms_tb,24,0.028806292058839757,4.345163660835074,0.999986082813801,25
airep_t,21,0.0007096703920779041,0.12575218022884235,0.10007190417446843,26
temp_v,3,0.0499255022369649,0.7472634671749767,0.5450954598869083,16
atms_tb,3,0.01653841728396697,1.1709144114614305,0.7583668182703398,22
atms_tb,12,0.0359439123835561,4.8305513803705304,0.9999986384452768,25
temp_v,9,0.044562233007439535,0.6781969259918685,0.5023531586378583,10
amsua_tb,24,0.01927946731022627,15.73150044634771,1.0,13
airep_t,12,0.015725452644902403,2.519542584238146,0.9882492574433034,25
temp_u,9,0.058128780795121335,0.8777263853204035,0.61990777792072,10
temp_q,3,-0.000050101048081060265,1.0845430729847547,0.7218759200900224,16
temp_q,12,0.00002473385096959239,3.037590441765346,0.9976152217023408,25
temp_t,21,0.009253651630580968,0.959227337529707,0.66255576856875,10
airep_t,6,0.010672514920347136,2.330274506558632,0.9802083527298433,26
temp_q,9,-0.000042896585577649335,6.3282557558889465,0.9999999997520521,2
airep_u,18,0.037922342260516065,2.0543616443208776,0.9600592975244575,26
airep_v,6,0.0704260805315846,4.843368630044728,0.9999987234386551,26
amsua_tb,15,0.0002736153186375763,0.6535766819944636,0.48661542881012476,13
temp_u,12,0.02211470178237345,1.15551049099643,0.752118561005718,25
mhs_tb,24,0.03119783031889619,1.2009757173886297,0.7702393791601796,13
amsua_tb,21,0.02537915780210889,23.00929431305352,1.0,26
temp_t,24,0.004115559717672337,0.7726876302514725,0.560292730952227,25
temp_v,15,0.11041123476739503,1.546757472205182,0.878078261295264,16
mwhs2_tb,12,0.05881291538724786,4.352917700554989,0.9999865662409475,23
amsua_tb,9,0.024958378346633954,30.1524414780603,1.0,26
temp_u,0,-0.2705959732004048,30.064554336658105,1.0,25
temp_u,21,-0.05010908116003654,0.7795928395718229,0.5643694280512175,10
mhs_tb,21,0.04646443396473036,2.0022558998990134,0.9547427836258933,26
temp_v,21,-0.017054923470419057,0.20434784832775288,0.16191831880904672,10
temp_t,3,-0.02354016401596622,1.531916950103186,0.8744570698161598,16
mhs_tb,9,0.03282035319273402,1.9325678335993084,0.9467105418283804,26
temp_q,21,0.00014966237662922326,2.8379589150762703,0.995459697362094,2
temp_q,24,0.000010293887993744044,1.1932963666251633,0.767246675037087,25
temp_t,0,-0.14712643379027027,38.808778186204115,1.0,25
temp_v,12,0.02568140956228417,1.8291512151275056,0.9326230416083023,25
airep_t,24,0.002184725954510203,0.3867943513727937,0.30109154067002397,25
temp_q,6,0.00005256140421439225,0.9152872867178397,0.6399591685130126,13
